product_id,brand,category,sub_category,price,rating,review_count
PRD0333,Tripathi LLC,Beauty & Personal Care,Makeup,251005.81,1.7,3160
PRD0334,Dalal and Sons,Beauty & Personal Care,Skincare,395182.8,3.5,3839
PRD0335,Chatterjee-Ganesan,Clothing,Trousers,120356.18,1.8,1797
PRD0336,"Nadkarni, Viswanathan and Singhal",Home & Kitchen,Bedding,304544.51,1.1,2132
PRD0337,Chaudry LLC,Beauty & Personal Care,Bath & Body,250697.44,2.8,524
PRD0338,Rajagopalan-Setty,Books,Biography,195645.41,4.5,1243
PRD0339,Pal Ltd,Clothing,Shoes,408007.41,4.2,37
PRD0340,Tripathi PLC,Books,Biography,61873.66,1.4,398
PRD0341,Bansal Ltd,Electronics,Headphones,328048.48,2.4,3258
PRD0342,Edwin-Venkatesh,Toys & Games,Educational Toys,284358.28,4.0,2628
PRD0343,"Kadakia, Dixit and Khanna",Toys & Games,Educational Toys,39399.13,4.7,174
PRD0344,Pathak-Contractor,Clothing,Shoes,71241.49,1.5,524
PRD0345,Kannan and Sons,Electronics,Televisions,481363.4,1.4,2486
PRD0346,Rajagopalan-Bandi,Clothing,Shoes,489236.03,3.4,3619
PRD0347,Manda-Mangal,Grocery,Snacks,316813.1,4.0,4071
PRD0348,"Mani, Nagi and Ramakrishnan",Clothing,Jeans,49503.5,1.6,2409
PRD0349,"Bawa, Gera and Merchant",Sports & Fitness,Football,347263.57,4.1,1403
PRD0350,Ravi PLC,Electronics,Cameras,117146.45,3.2,4370
PRD0351,Jhaveri Group,Grocery,Frozen Foods,213059.7,1.1,676
PRD0352,"Balan, Pant and Gill",Beauty & Personal Care,Makeup,107362.57,1.2,663
PRD0353,Chad-Deol,Clothing,Shoes,283640.21,1.1,2523
PRD0354,Divan-Halder,Clothing,Dresses,484265.29,2.5,2163
PRD0355,Tara Inc,Home & Kitchen,Storage,328218.0,2.0,4094
PRD0356,"Rama, Modi and Mohanty",Toys & Games,Puzzles,447445.45,4.1,2404
PRD0357,Rajagopal-Basu,Electronics,Headphones,22283.08,4.1,2677
PRD0358,"Gola, Chokshi and Chaudhari",Beauty & Personal Care,Hair Care,56119.57,1.4,759
PRD0359,Parsa-Minhas,Home & Kitchen,Storage,223411.48,3.1,4780
PRD0360,Sandhu-Sampath,Clothing,Jackets,288846.93,3.3,2784
PRD0361,Ben-Ranganathan,Beauty & Personal Care,Makeup,365624.7,4.7,3031
PRD0362,Konda LLC,Clothing,Jeans,486036.29,2.2,1629
PRD0363,Rajagopal-Ahuja,Sports & Fitness,Running,332049.21,1.6,4747
PRD0364,"Babu, Vasa and Mohan",Toys & Games,Dolls,327801.04,4.3,3202
PRD0365,"Ratta, Dani and Ghosh",Sports & Fitness,Yoga,74809.6,1.0,3600
PRD0366,Bora-Rastogi,Books,Biography,325775.78,3.3,2569
PRD0367,Natarajan and Sons,Electronics,Televisions,259157.27,4.6,145
PRD0368,Bajaj Ltd,Clothing,Jeans,41428.07,4.2,1377
PRD0369,Thakkar-Bera,Grocery,Fruits & Vegetables,217054.57,4.6,1745
PRD0370,Deshpande Inc,Sports & Fitness,Running,394986.76,3.0,781
PRD0371,Lal and Sons,Beauty & Personal Care,Bath & Body,80295.28,1.9,3432
PRD0372,Patil-Vaidya,Beauty & Personal Care,Makeup,11186.02,1.7,4992
PRD0373,"Sampath, Seshadri and Sibal",Home & Kitchen,Storage,129369.28,3.9,3554
PRD0374,Thakkar Ltd,Beauty & Personal Care,Skincare,182867.71,3.3,3845
PRD0375,Sule Inc,Sports & Fitness,Outdoor Recreation,338428.64,4.5,3556
PRD0376,Pingle-Brahmbhatt,Clothing,Trousers,50601.95,2.5,1038
PRD0377,"Prakash, Basu and Iyer",Books,History,174466.08,4.4,42
PRD0378,Saran PLC,Sports & Fitness,Cycling,293062.88,2.6,1237
PRD0379,Agarwal PLC,Clothing,Shoes,7566.07,4.8,441
PRD0380,Krish LLC,Sports & Fitness,Outdoor Recreation,287266.29,1.7,1105
PRD0381,"Hora, Sant and Kohli",Electronics,Laptops,418034.68,1.7,4348
PRD0382,Sridhar Ltd,Grocery,Dairy,457969.15,3.1,4451
PRD0383,Ganesan-Aurora,Sports & Fitness,Outdoor Recreation,419182.0,4.5,773
PRD0384,Sandhu-Chakraborty,Electronics,Headphones,402804.3,2.8,3053
PRD0385,"Contractor, Nori and Chada",Toys & Games,Action Figures,282887.49,2.6,1586
PRD0386,"Bains, Banerjee and Bose",Home & Kitchen,Storage,381716.79,4.4,317
PRD0387,"Nori, Bhatt and Char",Beauty & Personal Care,Bath & Body,369271.77,2.8,4098
PRD0388,Kothari Inc,Books,Children's Books,212794.03,5.0,1817
PRD0389,Bhandari-Dyal,Grocery,Dairy,385961.68,1.7,2014
PRD0390,Divan-Dugar,Beauty & Personal Care,Grooming,401986.29,3.6,2528
PRD0391,Nigam Group,Home & Kitchen,Kitchen Appliances,126891.71,3.9,4774
PRD0392,"Gill, Patla and Atwal",Toys & Games,Action Figures,249841.7,1.7,1411
PRD0393,Rana LLC,Clothing,Jackets,132764.27,2.5,2017
PRD0394,"Srinivas, Bhavsar and Sagar",Grocery,Frozen Foods,278794.33,2.8,3937
PRD0395,"Halder, Dhar and Chaudry",Grocery,Beverages,499741.53,2.7,3286
PRD0396,Mohan-Deo,Books,Biography,389374.75,3.7,3664
PRD0397,"Sharaf, Shetty and Badami",Grocery,Fruits & Vegetables,123082.93,4.2,1746
PRD0398,Warrior-Behl,Toys & Games,Dolls,297600.12,3.6,3900
PRD0399,"Sarna, Kari and Munshi",Grocery,Dairy,119896.09,2.4,977
PRD0400,Wason Group,Clothing,Jackets,236491.91,3.5,1630
PRD0401,"Mall, Yogi and Srivastava",Beauty & Personal Care,Bath & Body,3225.61,2.5,2635
PRD0402,De Inc,Sports & Fitness,Yoga,257726.77,3.2,447
PRD0403,"Kalita, Hegde and Murthy",Toys & Games,Dolls,277773.89,1.9,3230
PRD0404,Chana and Sons,Toys & Games,Remote Control Toys,28934.96,4.4,4779
PRD0405,Kale-Pal,Clothing,Trousers,171605.92,1.5,329
PRD0406,"Chaudhary, Bhatt and Palla",Toys & Games,Action Figures,383243.16,3.1,558
PRD0407,Kunda-Hayer,Books,Non-Fiction,112818.92,1.4,2224
PRD0408,Dutt-Mahajan,Books,Science,379974.0,2.3,3273
PRD0409,Ram-Balan,Sports & Fitness,Outdoor Recreation,141151.06,3.6,2812
PRD0410,Banerjee Ltd,Books,Science,375658.1,4.9,2627
PRD0411,"Kale, Varkey and Shah",Sports & Fitness,Running,314582.0,1.1,501
PRD0412,"Swamy, Sem and Sabharwal",Clothing,Dresses,332209.89,2.4,2947
PRD0413,Ghosh Ltd,Toys & Games,Remote Control Toys,219284.56,2.2,3774
PRD0414,"Magar, Nori and Setty",Home & Kitchen,Cookware,404646.47,1.9,1106
PRD0415,"Chaudhuri, Thaker and Shenoy",Clothing,Jeans,379456.13,2.3,4611
PRD0416,Sastry-Panchal,Electronics,Tablets,245397.38,3.2,2051
PRD0417,"Mittal, Korpal and Mannan",Home & Kitchen,Kitchen Appliances,320388.29,1.5,1892
PRD0418,Borah Inc,Grocery,Frozen Foods,14440.45,3.9,2523
PRD0419,Dhar Group,Sports & Fitness,Cycling,440720.8,4.8,181
PRD0420,Sani Inc,Electronics,Gaming Consoles,151431.53,1.7,4281
PRD0421,Ahuja-Rajan,Grocery,Dairy,119515.57,1.5,1270
PRD0422,Pradhan-Bera,Clothing,Dresses,405611.47,1.1,3355
PRD0423,Sarma-Kalita,Electronics,Gaming Consoles,300992.71,4.4,2737
PRD0424,"Lal, Nair and Subramanian",Sports & Fitness,Cricket,244732.68,2.8,3098
PRD0425,Pandey and Sons,Grocery,Snacks,293030.07,4.2,2521
PRD0426,Iyengar-Handa,Books,Self-Help,455425.53,3.5,2057
PRD0427,Mangat PLC,Home & Kitchen,Cookware,62385.96,5.0,131
PRD0428,Nigam-Nayak,Toys & Games,Board Games,80981.76,3.2,1208
PRD0429,Gaba Group,Electronics,Televisions,84478.67,2.7,4790
PRD0430,Butala-Mallick,Sports & Fitness,Running,100459.99,4.3,29
PRD0431,"Dani, Venkataraman and Ravi",Beauty & Personal Care,Fragrances,180900.9,3.7,3115
PRD0432,Warrior-Varty,Books,Fiction,108369.1,4.8,2689
PRD0433,Palla Group,Electronics,Headphones,389553.4,1.8,4710
PRD0434,"Pathak, Bakshi and Mitter",Electronics,Smartwatches,354742.21,1.7,1100
PRD0435,Savant-Shetty,Books,History,396485.92,4.6,2246
PRD0436,Borde PLC,Clothing,Trousers,8224.67,4.8,2107
PRD0437,"Trivedi, Saha and Pai",Electronics,Tablets,278819.26,2.3,3669
PRD0438,Rana-Ratta,Sports & Fitness,Cycling,185862.82,4.1,2834
PRD0439,Dave PLC,Grocery,Bakery,92425.6,3.1,3861
PRD0440,"Goswami, Mohan and Khurana",Electronics,Headphones,13976.0,2.4,2495
PRD0441,"Chaudry, Vaidya and Sengupta",Electronics,Cameras,402206.34,3.1,4629
PRD0442,"Prasad, Mitra and Singh",Beauty & Personal Care,Makeup,465783.01,2.3,466
PRD0443,"Kohli, Thakur and Parmar",Beauty & Personal Care,Fragrances,450257.21,2.3,721
PRD0444,Krishnan Ltd,Beauty & Personal Care,Makeup,244857.38,4.0,3563
PRD0445,Bhat and Sons,Grocery,Dairy,432469.59,1.3,611
PRD0446,"Bandi, Tripathi and Deshpande",Grocery,Fruits & Vegetables,2640.18,4.9,2397
PRD0447,"Kale, Shankar and Chakrabarti",Books,Biography,344400.91,2.1,4990
PRD0448,Pant PLC,Beauty & Personal Care,Makeup,314809.29,4.8,1574
PRD0449,Rajagopal-Edwin,Grocery,Frozen Foods,369055.1,3.0,616
PRD0450,Sinha Ltd,Home & Kitchen,Bedding,418012.85,2.7,4764
PRD0451,Shere PLC,Books,Science,381328.13,1.2,4870
PRD0452,Banerjee Group,Grocery,Snacks,304815.69,4.7,4891
PRD0453,"Chaudhry, Bath and Divan",Beauty & Personal Care,Fragrances,262280.87,2.5,2194
PRD0454,"Varughese, Mane and Som",Sports & Fitness,Running,74767.36,4.6,4094
PRD0455,"Tata, Kale and Lad",Home & Kitchen,Storage,258313.81,3.2,4406
PRD0456,Borde and Sons,Electronics,Gaming Consoles,256185.33,3.0,13
PRD0457,"Raj, Chacko and Chauhan",Electronics,Gaming Consoles,450517.49,3.6,1802
PRD0458,"Savant, Raj and Khare",Beauty & Personal Care,Fragrances,204299.89,2.0,529
PRD0459,Vaidya-Balay,Grocery,Staples,423565.32,3.6,2817
PRD0460,Sachar-Das,Grocery,Dairy,161927.39,2.6,1388
PRD0461,"Talwar, Sood and Rout",Beauty & Personal Care,Bath & Body,289926.23,4.4,25
PRD0462,Singh-Sen,Electronics,Televisions,156105.69,5.0,622
PRD0463,Pau Ltd,Electronics,Tablets,24303.03,3.5,2402
PRD0464,"Batta, Chawla and Seth",Home & Kitchen,Home Decor,206183.16,2.7,809
PRD0465,"Sawhney, Parekh and Chanda",Home & Kitchen,Bedding,449306.88,4.7,210
PRD0466,"Kumer, Nayak and Sura",Beauty & Personal Care,Hair Care,135125.57,2.8,3934
PRD0467,Wali Ltd,Sports & Fitness,Football,74123.04,1.9,4801
PRD0468,Saran Ltd,Grocery,Bakery,464481.36,3.0,4599
PRD0469,"Devi, Chacko and Ratti",Clothing,Jeans,133106.62,3.9,382
PRD0470,"Nori, Kibe and Amble",Home & Kitchen,Furniture,282322.76,3.4,804
PRD0471,Shenoy-Wali,Electronics,Televisions,216734.98,2.0,296
PRD0472,"Bava, Borah and Lalla",Beauty & Personal Care,Bath & Body,432456.94,3.8,3859
PRD0473,"Aggarwal, Bajwa and Chhabra",Books,Science,479726.66,4.4,2549
PRD0474,Bhat-Chopra,Clothing,Dresses,228298.1,1.7,4181
PRD0475,Iyengar Group,Sports & Fitness,Running,187942.29,4.3,4393
PRD0476,Jani PLC,Beauty & Personal Care,Skincare,133928.89,1.6,3845
PRD0477,D’Alia-Mann,Home & Kitchen,Storage,229713.94,4.4,896
PRD0478,Khalsa Group,Home & Kitchen,Lighting,306836.42,2.3,1464
PRD0479,Shenoy-Bhatti,Grocery,Bakery,382492.46,2.5,4475
PRD0480,Handa Group,Clothing,Shirts,192534.51,1.6,1985
PRD0481,Patla LLC,Electronics,Cameras,259575.52,1.7,3184
PRD0482,Khalsa and Sons,Grocery,Fruits & Vegetables,286000.13,4.5,3287
PRD0483,Nadkarni-Nori,Toys & Games,Board Games,457217.05,4.0,2744
PRD0484,"Contractor, Guha and Kala",Electronics,Laptops,411674.03,4.4,1240
PRD0485,"Wason, Bobal and Bandi",Toys & Games,Remote Control Toys,32645.18,3.7,325
PRD0486,Bir PLC,Beauty & Personal Care,Fragrances,333995.37,4.3,1235
PRD0487,"Tandon, Kaur and Deshpande",Sports & Fitness,Gym Equipment,417899.62,4.9,2706
PRD0488,Brar-Srivastava,Sports & Fitness,Cycling,113006.67,2.3,2443
PRD0489,Karpe-Luthra,Electronics,Headphones,18581.92,1.5,1155
PRD0490,Sidhu LLC,Sports & Fitness,Cycling,71859.02,2.5,4541
PRD0491,"Ram, Malhotra and Shere",Grocery,Snacks,169339.24,2.9,1621
PRD0492,Sachdeva-Murthy,Clothing,T-Shirts,484004.12,3.1,104
PRD0493,Hegde Inc,Books,Non-Fiction,463630.33,2.6,2812
PRD0494,Borah-Arya,Toys & Games,Board Games,486472.9,1.5,1098
PRD0495,Sinha-Nagy,Clothing,Dresses,290468.87,3.6,1408
PRD0496,Sarma and Sons,Sports & Fitness,Cycling,76825.62,4.6,2287
PRD0497,Kurian Inc,Sports & Fitness,Football,407483.68,3.8,2223
PRD0498,Nayak-Sarma,Books,Self-Help,137312.73,3.0,1232
PRD0499,"Varty, Contractor and Kannan",Electronics,Gaming Consoles,115477.15,4.6,1722
PRD0500,Chokshi-Sha,Sports & Fitness,Football,127359.0,4.1,1041
PRD0501,Mishra Ltd,Beauty & Personal Care,Grooming,174065.87,1.3,4024
PRD0502,Kuruvilla-Misra,Clothing,T-Shirts,38772.73,2.7,4781
PRD0503,"Gola, Jaggi and Amble",Books,Non-Fiction,116478.25,2.9,330
PRD0504,"Lall, Raju and Batra",Grocery,Beverages,151643.81,5.0,3706
PRD0505,"Dugar, Sahni and Datta",Beauty & Personal Care,Fragrances,261980.31,1.9,3378
PRD0506,"Dugar, Raval and Raghavan",Home & Kitchen,Home Decor,386595.81,1.3,2898
PRD0507,Aurora-Prabhu,Books,Fiction,191744.36,2.3,3704
PRD0508,Mittal Group,Books,Children's Books,35470.73,1.7,3695
PRD0509,"Bhakta, Nadkarni and Gupta",Beauty & Personal Care,Fragrances,449794.29,4.9,1298
PRD0510,Shenoy-Dugar,Sports & Fitness,Running,343463.54,4.2,3505
PRD0511,Date PLC,Grocery,Snacks,303669.84,4.1,2516
PRD0512,Thakkar LLC,Home & Kitchen,Furniture,387150.71,1.5,2649
PRD0513,"Bhatt, Batta and Raj",Sports & Fitness,Cricket,20899.02,3.1,1778
PRD0514,"Kalita, Raj and Chahal",Clothing,Shoes,379261.29,2.3,4975
PRD0515,"Balan, Prabhakar and Thakkar",Home & Kitchen,Home Decor,140795.33,3.7,1891
PRD0516,Bhavsar LLC,Electronics,Gaming Consoles,499874.45,2.7,3171
PRD0517,D’Alia LLC,Grocery,Bakery,207791.06,1.7,208
PRD0518,Sandhu and Sons,Beauty & Personal Care,Makeup,474169.56,1.3,459
PRD0519,Ben-Kumar,Toys & Games,Dolls,281491.29,2.5,4732
PRD0520,"Joshi, Chaudhuri and Magar",Beauty & Personal Care,Grooming,42374.24,1.8,2106
PRD0521,Bath-Sodhi,Beauty & Personal Care,Fragrances,353537.62,1.9,3899
PRD0522,Das Ltd,Electronics,Televisions,328180.65,1.2,1511
PRD0523,"Doctor, Vala and Lad",Electronics,Laptops,59976.42,2.2,2757
PRD0524,Borra Ltd,Sports & Fitness,Gym Equipment,312738.42,2.8,1980
PRD0525,Mahal PLC,Grocery,Frozen Foods,26009.09,3.5,3786
PRD0526,"Ghosh, Chander and Kaul",Home & Kitchen,Kitchen Appliances,341793.28,3.2,688
PRD0527,Narula-Mukhopadhyay,Books,History,81723.08,4.4,3480
PRD0528,Gupta Ltd,Home & Kitchen,Lighting,320836.96,2.5,3801
PRD0529,Dayal-Loyal,Beauty & Personal Care,Bath & Body,178140.65,2.6,2466
PRD0530,Rau-Bajaj,Beauty & Personal Care,Grooming,146632.15,3.4,2157
PRD0531,"Kalla, Shere and Saran",Beauty & Personal Care,Makeup,128420.53,3.2,913
PRD0532,"Prakash, Nath and Rai",Beauty & Personal Care,Hair Care,111402.44,4.8,4062
PRD0533,Nath PLC,Clothing,Jackets,296250.41,2.9,1000
PRD0534,Korpal Group,Toys & Games,Educational Toys,76076.88,1.1,1343
PRD0535,"Nath, Raghavan and Sinha",Home & Kitchen,Furniture,159300.04,5.0,2670
PRD0536,Balan-Chauhan,Sports & Fitness,Cycling,311946.86,4.0,2364
PRD0537,"Rau, Grover and Mangal",Sports & Fitness,Running,130415.94,1.2,4974
PRD0538,Tailor-Borah,Home & Kitchen,Lighting,465957.48,4.5,79
PRD0539,"Rajagopalan, Soni and Arora",Sports & Fitness,Outdoor Recreation,57940.75,1.7,3600
PRD0540,"Deol, Narain and Krishnamurthy",Books,Biography,241914.95,4.8,3409
PRD0541,Mall-Rajagopalan,Clothing,Shirts,164140.75,1.6,3042
PRD0542,Chokshi-Randhawa,Clothing,Dresses,376244.05,2.9,4333
PRD0543,"Varty, Nori and Nadig",Grocery,Snacks,113918.93,3.7,473
PRD0544,"Comar, Mital and Peri",Sports & Fitness,Yoga,351498.63,3.8,1751
PRD0545,Dutta-Saha,Toys & Games,Remote Control Toys,287988.76,3.8,4363
PRD0546,"Chanda, Balasubramanian and Oommen",Home & Kitchen,Storage,20751.92,1.1,4289
PRD0547,"Zacharia, Balan and Agrawal",Grocery,Fruits & Vegetables,247215.84,2.6,3279
PRD0548,Purohit Group,Books,Self-Help,466203.13,1.2,903
PRD0549,Jayaraman Inc,Sports & Fitness,Yoga,278574.72,4.3,3303
PRD0550,"Shan, Krish and Naik",Home & Kitchen,Bedding,449112.02,4.5,3963
PRD0551,Mall and Sons,Home & Kitchen,Storage,150040.96,4.5,822
PRD0552,Guha Ltd,Sports & Fitness,Gym Equipment,342875.2,3.3,3993
PRD0553,Hayer Ltd,Beauty & Personal Care,Makeup,110626.35,1.9,1978
PRD0554,Dube-Dave,Grocery,Fruits & Vegetables,397170.23,1.8,4039
PRD0555,Maharaj-Pillai,Toys & Games,Dolls,237730.62,1.9,624
PRD0556,Deshmukh-Reddy,Home & Kitchen,Bedding,157872.38,3.9,1320
PRD0557,"Sachar, Sidhu and Hayre",Books,Science,145982.77,5.0,4703
PRD0558,"Mane, Nigam and Manne",Beauty & Personal Care,Skincare,387479.9,1.8,3250
PRD0559,Naik-Ramaswamy,Toys & Games,Board Games,412806.94,4.0,366
PRD0560,Narain-Sharaf,Electronics,Cameras,268038.22,4.3,3255
PRD0561,"Peri, Bala and Cheema",Home & Kitchen,Bedding,117963.58,3.7,1414
PRD0562,Loke Inc,Home & Kitchen,Home Decor,372541.47,4.6,1292
PRD0563,"Luthra, Dasgupta and Mangal",Sports & Fitness,Yoga,481029.59,4.4,3001
PRD0564,Chacko-Mody,Toys & Games,Remote Control Toys,429791.63,4.5,4754
PRD0565,Naidu-Dhaliwal,Toys & Games,Action Figures,336181.09,2.5,2001
PRD0566,Banerjee-Modi,Beauty & Personal Care,Skincare,490663.38,3.9,4831
PRD0567,Chander-Konda,Books,Self-Help,240435.35,2.0,4042
PRD0568,"Zachariah, Handa and Tiwari",Books,Science,289859.5,4.6,1426
PRD0569,Mangat-Ganguly,Books,Science,131038.86,4.1,1964
PRD0570,Sabharwal Group,Beauty & Personal Care,Bath & Body,251170.4,4.9,1736
PRD0571,Kaur-Bava,Grocery,Bakery,476165.3,1.7,1436
PRD0572,Bajwa Ltd,Sports & Fitness,Football,448724.27,4.3,4099
PRD0573,Bandi-Gopal,Home & Kitchen,Kitchen Appliances,175769.62,1.4,2903
PRD0574,"Suri, Chatterjee and Arora",Books,Children's Books,402163.07,3.0,2087
PRD0575,Jaggi Inc,Grocery,Staples,325253.23,1.2,38
PRD0576,Nanda-Dey,Electronics,Laptops,113811.56,4.3,827
PRD0577,Sinha Ltd,Books,Non-Fiction,146349.52,3.7,2425
PRD0578,Bhattacharyya-Bhatti,Beauty & Personal Care,Bath & Body,494167.71,1.3,35
PRD0579,"Balakrishnan, Bora and Kaul",Home & Kitchen,Kitchen Appliances,163261.73,2.7,2211
PRD0580,Chatterjee-Gopal,Home & Kitchen,Lighting,391109.22,1.3,2662
PRD0581,Sandal-Kumar,Sports & Fitness,Outdoor Recreation,181384.25,1.8,3871
PRD0582,Deol LLC,Clothing,T-Shirts,93486.1,3.9,3671
PRD0583,"Mahajan, Bajaj and Borde",Sports & Fitness,Cycling,175824.78,1.6,2122
PRD0584,Varkey-Mistry,Grocery,Snacks,336945.29,2.1,208
PRD0585,Master LLC,Beauty & Personal Care,Grooming,403663.15,3.5,4145
PRD0586,Gopal Ltd,Clothing,Sarees,454851.53,3.1,881
PRD0587,Handa-Verma,Toys & Games,Dolls,134463.91,4.6,2100
PRD0588,Nagarajan PLC,Beauty & Personal Care,Grooming,116222.78,1.9,2128
PRD0589,Chandra PLC,Beauty & Personal Care,Makeup,497145.92,4.3,3229
PRD0590,Goel Ltd,Clothing,Shirts,27079.31,3.2,4688
PRD0591,Mane-Malhotra,Grocery,Dairy,278924.26,3.5,3769
PRD0592,Khalsa-Lanka,Home & Kitchen,Lighting,289106.2,4.7,983
PRD0593,"Rau, Dugar and Bhargava",Electronics,Headphones,152240.31,3.7,106
PRD0594,Kapadia-Raghavan,Electronics,Cameras,416705.86,4.9,3285
PRD0595,Kaul-Deshmukh,Home & Kitchen,Kitchen Appliances,68955.26,2.0,3345
PRD0596,Prabhu-Deshmukh,Electronics,Cameras,194895.06,3.5,1880
PRD0597,Dani-Ram,Clothing,Shirts,63537.83,3.3,2677
PRD0598,"Pillai, Boase and Vala",Home & Kitchen,Cookware,307146.21,2.0,2988
PRD0599,"Vasa, Dasgupta and Verma",Toys & Games,Action Figures,143786.53,3.0,3572
PRD0600,Jain-Choudhary,Electronics,Headphones,381581.84,4.3,4944
PRD0601,Savant-Nagar,Clothing,Sarees,188003.12,3.9,1186
PRD0602,Wadhwa-Bobal,Home & Kitchen,Cookware,167614.67,2.9,4031
PRD0603,"Mody, Dar and Hari",Sports & Fitness,Outdoor Recreation,338163.18,3.8,412
PRD0604,"Wable, Bala and Madan",Clothing,Jackets,55662.65,4.0,4548
PRD0605,Wadhwa-Mitter,Books,Children's Books,264670.42,2.4,371
PRD0606,Datta-Seshadri,Sports & Fitness,Running,58545.66,3.6,3230
PRD0607,Kamdar PLC,Grocery,Snacks,257511.87,2.0,1623
PRD0608,Natt PLC,Home & Kitchen,Kitchen Appliances,283793.04,1.2,3228
PRD0609,Srinivas Group,Grocery,Frozen Foods,461335.82,3.7,88
PRD0610,"Behl, Balakrishnan and Merchant",Books,History,479504.43,3.7,3715
PRD0611,Joshi-Dora,Clothing,Trousers,193493.54,2.4,2711
PRD0612,Chauhan-Thakkar,Beauty & Personal Care,Makeup,357151.54,3.3,1727
PRD0613,Apte Inc,Toys & Games,Remote Control Toys,34557.59,3.7,3415
PRD0614,Boase-Rastogi,Sports & Fitness,Cricket,111501.9,2.5,4564
PRD0615,"Kannan, Khosla and Bal",Grocery,Frozen Foods,309771.57,3.7,4100
PRD0616,Parsa-Ahuja,Clothing,Trousers,19332.36,3.3,84
PRD0617,"Lalla, Kakar and Kale",Clothing,Shirts,272889.15,4.7,3624
PRD0618,"Yadav, Menon and Kulkarni",Clothing,T-Shirts,205782.42,3.0,1236
PRD0619,"Tank, Kale and Thaman",Electronics,Laptops,237298.04,4.4,4726
PRD0620,Sahni-Chahal,Grocery,Beverages,383111.41,4.5,3539
PRD0621,Dewan-Gade,Electronics,Tablets,467827.37,2.3,1784
PRD0622,"Karan, Menon and Mammen",Toys & Games,Action Figures,94697.55,2.4,4650
PRD0623,Tata-Jha,Clothing,Shoes,440872.68,2.5,2395
PRD0624,"Saha, Dave and Gala",Clothing,Sarees,16372.79,1.3,4360
PRD0625,Rattan and Sons,Sports & Fitness,Football,112489.78,1.2,51
PRD0626,Rajan-Batra,Books,History,107714.25,4.2,4748
PRD0627,Nagy-Chada,Grocery,Bakery,393537.09,2.4,161
PRD0628,Agarwal-Chhabra,Home & Kitchen,Bedding,273070.51,2.1,1374
PRD0629,"Kara, Kant and Bhavsar",Home & Kitchen,Kitchen Appliances,197064.56,2.2,2448
PRD0630,Vaidya LLC,Grocery,Fruits & Vegetables,186659.87,2.8,1764
PRD0631,"Dass, Gaba and Dave",Home & Kitchen,Bedding,278500.79,1.3,2054
PRD0632,Choudhry-Varma,Clothing,T-Shirts,185425.93,1.9,1860
PRD0633,"Babu, Kanda and Bains",Electronics,Tablets,284414.07,4.7,103
PRD0634,Jha Ltd,Sports & Fitness,Running,87769.43,3.5,1600
PRD0635,Deol LLC,Home & Kitchen,Bedding,396531.33,3.2,2030
PRD0636,Biswas-Ranganathan,Sports & Fitness,Outdoor Recreation,342103.33,2.2,4147
PRD0637,"Kumer, Golla and Babu",Electronics,Laptops,357349.95,2.6,4251
PRD0638,"Vala, Gour and Kara",Home & Kitchen,Bedding,205679.69,3.0,53
PRD0639,"Subramaniam, Bains and Pingle",Clothing,Jackets,373533.47,4.0,2124
PRD0640,"Ravel, Goel and Brar",Sports & Fitness,Outdoor Recreation,61100.99,4.0,2709
PRD0641,Ganesh and Sons,Beauty & Personal Care,Grooming,8698.24,4.4,2030
PRD0642,"Cheema, Wali and Solanki",Toys & Games,Board Games,18027.53,4.0,791
PRD0643,"Ganesan, Mammen and Desai",Sports & Fitness,Gym Equipment,188252.52,5.0,3368
PRD0644,"Deshpande, Bahri and Bhandari",Toys & Games,Dolls,363392.56,3.2,4789
PRD0645,Singhal PLC,Electronics,Televisions,276590.34,2.7,1265
PRD0646,Ranganathan Ltd,Grocery,Bakery,352863.86,2.1,3559
PRD0647,Khanna-Bhasin,Sports & Fitness,Football,358716.62,1.8,1909
PRD0648,"Natt, Kale and Vala",Beauty & Personal Care,Skincare,146050.1,3.4,1987
PRD0649,Agarwal-Chopra,Sports & Fitness,Cycling,393228.12,3.2,3009
PRD0650,"Chauhan, Hans and Bala",Grocery,Bakery,269438.6,4.6,1988
PRD0651,"Oak, Kade and Jayaraman",Grocery,Snacks,6511.35,4.5,1021
PRD0652,"Deep, Hayre and Ramesh",Electronics,Laptops,49523.1,3.0,1963
PRD0653,Tailor-Arya,Electronics,Televisions,134033.29,3.6,2961
PRD0654,Karpe-Bandi,Electronics,Gaming Consoles,204830.02,4.7,786
PRD0655,Cherian Group,Home & Kitchen,Bedding,268218.84,1.6,4821
PRD0656,Mangal-Sani,Toys & Games,Board Games,235339.8,1.2,3565
PRD0657,Chahal-Nagi,Electronics,Gaming Consoles,392866.18,3.5,1613
PRD0658,"Gandhi, Narula and Narula",Home & Kitchen,Cookware,55260.32,1.8,380
PRD0659,"Mangal, Sura and Kurian",Home & Kitchen,Lighting,138334.77,2.7,3828
PRD0660,Chakraborty-Krishna,Electronics,Televisions,443002.56,3.0,3408
PRD0661,"Barad, Prabhakar and Gola",Electronics,Tablets,451325.3,4.3,2807
PRD0662,Loyal-Nagy,Sports & Fitness,Running,382925.6,4.6,3451
PRD0663,"Dhawan, More and Choudhury",Sports & Fitness,Football,356385.74,3.5,4762
PRD0664,"Sami, Choudhary and Iyer",Home & Kitchen,Lighting,212635.08,1.7,2718
PRD0665,Kapadia-Panchal,Grocery,Dairy,71040.78,3.2,986
